codigo,descricao,tamanho,valor,valor_promocao,quantidade
404785,CAMISETA GANGSTER MM 11051137 AD,,19.99,,1
404792,CAMISETA GANGSTER MM 11051135 AD,,4.99,,1
404808,CAMISETA GANGSTER MM 11031791 AD,,24.99,,1
404822,CAMISETA GANGSTER MM 11031782 AD,,4.99,,1
404839,CAMISETA GANGSTER MM 11031787 AD,,19.99,,1
404846,CAMISETA GANGSTER MM 11031776 AD,,24.99,,1
404891,CAMISETA GANGSTER ALG 55010026 FAT,,4.99,,1
404907,CAMISA GANGSTER MM 64010187 POLO FA,,29.99,,1
404976,CALCA MARLAN MALHA 61080 04A08 LEGG,,4.99,,1
404983,VESTIDO MARLAN MALHA 68143 12A18,,4.99,,1
404990,BLUSA MARLAN MALHA 68148 12A18,,4.99,,1
405003,BLUSA MARLAN MALHA 62247 04A08,,7.99,,1
405027,BLUSA MARLAN MALHA 64280 04A08,,9.99,,1
405034,REGATA MARLAN MALHA 60173 01A03,,4.99,,1
405041,REGATA MARLAN MALHA 62268 01A03 MAS,,7.99,,1
405058,REGATA MARLAN MALHA 62269 01A03 MAS,,7.99,,1
405072,REGATA MARLAN MALHA 64313 10A16 M,,7.99,,1
405089,BLUSA E E PV SUBLIMADA PMGGG,,4.99,,1
405096,BLUSA E E PV SUBLIMADA G1G2G3,,7.99,,1
405119,CALCA GANGSTER MOLETINHO 19022285,,39.99,,1
405126,CALCA GANGSTER LYCRA 19022257 AD,,49.99,,1
405133,CALCA GANGSTER LYCRA 19022212 AD,,49.99,,1
405140,CALCA GANGSTER LYCRA 19022240 AD,,49.99,,1
405157,CALCA GANGSTER LYCRA 19022291 AD,,49.99,,1
405164,CALCA GANGSTER LYCRA 19022097 AD,,49.99,,1
405171,CALCA GANGSTER LYCRA 19022275 AD,,49.99,,1
405188,CALCA GANGSTER SARJA 19010052 AD,,4.99,,1
405201,BERMUDA GANGSTER JEANS 57010239 FAT,,94.99,,1
405232,BERMUDA GANGSTER LYCRA 17011835,,4.99,,1
405249,CAMISA GANGSTER ALGODAO 15010658,,4.99,,1
405263,CAMISA GANGSTER ALGODAO 15010725,,7.99,,1
405287,CALCA GANGSTER LYCRA 39020316 10A16,,4.99,,1
405294,CALCA GANGSTER SARJA 730110004 04A8,,9.99,,1
405300,CALCA GANGSTER JEANS 73020058 04A08,,29.99,,1
405324,BERMUDA GANGSTER JEANS 95010058 INF,,59.99,,1
405331,BERMUDA GANGSTER JEANS 95010068 INF,,4.99,,1
405348,CALCA VILEJACK LYCRA JL142 FEM,,39.99,,1
405355,CALCA VILEJACK LYCRA JL106 FEM,,4.99,,1
405379,CALCA VILEJACK LYCRA JL150 FEM FLAR,,29.99,,1
405386,CALCA VILEJACK LYCRA JL160 FEM,,4.99,,1
405393,CALCA VILEJACK LYCRA JL165 FEM,,4.99,,1
405409,CALCA VILEJACK LYCRA JL011 FEM,,4.99,,1
405447,LENCOL ROYAL ALG CASAL ESTAMPADO,,19.99,,1
405454,LENCOL ROYAL ALG SOLTEIRO ESTAMPADO,,19.99,,1
405461,FRONHA ROYAL ALG ESTAMPADA,,7.99,,1
405478,CAMISETA BADGER MM PMGGG DIVERSAS,,4.99,,1
405546,CAMISA LF PIQUET POLO PMG,,12.99,,1
405553,BLUSA FINE COTTON PMGGG DIVERSAS,,4.99,,1
405577,FRONHA TEKA CLASSIC PLUS KIT 02PC,,4.99,,1
405584,COLCHA TEKA GENOVA PRINT SOLTEIRO,,49.99,,1
405591,COLCHA TEKA GENOVA PRINT QUEEN,,99.99,,1
405607,BERMUDA FORCA FATAL JEANS 36A48 DIV,,4.99,,1
405614,BERMUDA FORCA FATAL JEANS 10A16 DIV,,4.99,,1
405621,CHINELO IPANEMA 25929 33A40 FEM,,9.99,,1
405645,CHINELO IPANEMA 25900 FEM,,7.99,,1
405669,CHINELO GRENDENE 11060 MORMAI TROPI,,9.99,,1
405676,CHINELO GRENDENE 11047 MORMAI AD MA,,19.99,,1
405683,CHINELO RIDER 10719 ENERGY AD MASC,,12.99,,1
405690,CHINELO RIDER 11073 STRIKE PLUS AD,,7.99,,1
405713,CHINELO IPANEMA 25915 FEM 23A33,,4.99,,1
405737,CHINELO IPANEMA 25759 DECK INFANTIL,,9.99,,1
405744,CHINELO IPANEMA 25431 BABY BEBE,,4.99,,1
405768,CALCA FATAL JEANS 7281 36A46 MASC,,39.99,,1
405805,BERMUDA FATAL JEANS 9338 36A46 MASC,,39.99,,1
405836,CALCA FATAL JEANS 6717 48A54 MASC,,49.99,,1
405843,BERMUDA FATAL JEANS 6714-6407 48A54,,19.99,,1
405850,BERMUDA FATAL JEANS 6713 48A54 MASC,,39.99,,1
405874,CAMISETA FATAL MM 12318 PMGGG,,4.99,,1
405881,BERMUDA FATAL JEANS 7142 JUVENIL,,4.99,,1
405898,BERMUDA FATAL JEANS 7094 JUVENIL,,19.99,,1
405904,BERMUDA FATAL JEANS 7001 JUVENIL,,29.99,,1
405928,CALCA FATAL JEANS 7223 JUVENIL,,4.99,,1
405935,CALCA FATAL JEANS 6509 JUVENIL,,4.99,,1
405942,CALCA FATAL JEANS 5671 JUVENIL,,4.99,,1
405966,CALCA FATAL JEANS 6258 04A08 MASC,,4.99,,1
405973,CALCA FATAL JEANS 6403 04A08 MASC,,4.99,,1
405980,CALCA FATAL JEANS 6402 04A08 MASC,,4.99,,1
405997,SOUTIEN TETRA MICRO 2780 TOMARAQCAI,,4.99,,1
406000,SOUTIEN TETRA RENDA 2779 TOMARAQCAI,,4.99,,1
406031,SOUTIEN TETRA COTTON 2874 INF NADAD,,7.99,,1
406062,CALCINHA TETRA LYCRA 1840 MGGG COZ,,11.99,,1
406093,CALCINHA TETRA MICRO 2696 PMG,,7.99,,1
406123,BLUSA TOR4 1001081 PMG,,4.99,,1
406130,BATA TOR4 VISCOSE 2001482 PMG,,24.99,,1
406147,BATA TOR4 VISCOSE 2001476 PMG,,29.99,,1
406154,BLUSA TOR4 VISCOSE 1001083 PMG,,19.99,,1
406178,CAMISETA RESERVA DIVERSAS PMG,,4.99,,1
406185,CAMISETA RESERVA MM DIVERSAS MACHAO,,4.99,,1
406192,BLUSA RESERVA MM DIVERSAS FEM,,2.99,,1
406208,SAPATENIS VINE LONA DIVERSOS 36A42,,4.99,,1
406215,BLUSA CAROL MM DIVERSAS 04A08 FEM,,4.99,,1
406222,REGATA CAROL MM DIVERSAS 04A08 FEM,,4.99,,1
406239,SHORT JEZZIAN JEANS 77246,,4.99,,1
406246,SHORT JEZZIAN JEANS 78818,,24.99,,1
406253,SHORT JEZZIAN JEANS 76482,,24.99,,1
406277,CONJUNTO KIKO MALHA 1380 01A03 MASC,,14.99,,1
406284,CONJUNTO KIKO MALHA 1385 01A03 MASC,,14.99,,1
406291,CAMISETA KIKO MALHA 01389 01A03 MAS,,4.99,,1
406307,REGATA KIKO MALHA 01394 01A03 MAS,,7.99,,1
406314,REGATA KIKO MALHA 01395 01A03 MAS,,7.99,,1
406321,REGATA KIKO MALHA 01397 01A03 MAS,,7.99,,1
406345,MACAQUINHO KIKO MALHA 01431 01A03 F,,4.99,,1
406352,CONJUNTO KIKO MALHA 01443 04A08 MAS,,4.99,,1
406376,CAMISETA KIKO MALHA 01452 04A08 MAS,,4.99,,1
406383,REGATA KIKO MALHA 01458 04A08 MASC,,9.99,,1
406406,CONJUNTO KIKO MALHA 01523 PMG MASC,,4.99,,1
406413,CAMISETA KIKO MALHA 01527 PMG MASC,,4.99,,1
406420,REGATA KIKO MALHA 01529 PMG MASC,,4.99,,1
406437,REGATA KIKO MALHA 01531 PMG MASC,,4.99,,1
406444,REGATA KIKO MALHA 01459 04A10 MASC,,4.99,,1
406499,BODY LUIZINHO RIBANA 11242 PMG,,7.99,,1
406550,BODY BUCHECHINHA RIBANA 11200 PMG,,4.99,,1
406567,BODY BUCHECHINHA RIBANA 11201 PMG,,4.99,,1
406574,MACACAO BUCHECHINHA RIBANA 11202 PM,,7.99,,1
406581,BODY BUCHECHINHA RIBANA 11250 PMG M,,4.99,,1
406598,BODY BUCHECHINHA RIBANA 11251 PMG M,,4.99,,1
406635,BLUSA BUCHECHINHA RIBANA 11304 1A3,,4.99,,1
406680,MACACAO BUCHECHINHA RIBANA 11320,,14.99,,1
406734,BLUSA BUCHECHINHA MALHA 11406 04A08,,4.99,,1
406741,BLUSA BUCHECHINHA MALHA 11408 04A08,,4.99,,1
406796,SAIA BUCHECHINHA MALHA 11421 04A08,,4.99,,1
406802,CALCA BUCHECHINHA MALHA 11425 04A08,,4.99,,1
406833,BLUSA BUCHECHINHA MALHA 11501 10A16,,7.99,,1
406840,SAIA BUCHECHINHA MALHA 11506 10A16,,4.99,,1
406857,CALCA BUCHECHINHA MALHA 11510 10A16,,4.99,,1
406871,REGATA BUCHECHINHA MALHA 11552 JUV,,7.99,,1
406901,CAMISA MX72 PA 1417 PMGGG,,4.99,,1
406918,CAMISA MX72 PA 1424 PMGGG,,19.99,,1
406925,CAMISA MX72 PA 1421 PMGGG,,19.99,,1
406932,CAMISA MX72 PA 1422 PMGGG,,7.99,,1
406949,CAMISA MX72 PA 1420 PMGGG,,4.99,,1
406956,CAMISA MX72 PA 1425 PMGGG,,24.99,,1
406963,CAMISA MX72 PA 1430 PMGGG,,24.99,,1
406970,CAMISA MX72 PA 1433 PMGGG ML,,19.99,,1
406987,CAMISA MX72 FILA FIO 1435 PMGGG ML,,4.99,,1
406994,CAMISA MX72 PA 1484 PMGGG ML,,29.99,,1
407007,CAMISA MX72 ELASTANO 1434 PMGGG ML,,12.99,,1
407014,CAMISA MX72 FIO50 1440 PMGGG ML,,59.99,,1
407021,CAMISA MX72 PA 1437 PMGGG ML,,4.99,,1
407038,CAMISA MX72 MM 10701 05A08 POLO,,7.99,,1
407045,CAMISA MX72 MM 1477 05A08 POLO,,4.99,,1
407052,CAMISA AGA MICRO 080 01A04 MC,,4.99,,1
407069,SHORT MAJESTIK LYCRA SH006 36A44 FE,,9.99,,1
407076,SHORT MAJESTIK LYCRA SH005 36A44 FE,,9.99,,1
407083,SHORT MAJESTIK LYCRA SH008 36A44 FE,,9.99,,1
407090,SHORT MAJESTIK LYCRA SH003 36A44 FE,,4.99,,1
407106,SHORT MAJESTIK LYCRA SH004 36A44 FE,,4.99,,1
407113,BERMUDA MAJESTIK LYCRA BE001 36A46,,19.99,,1
407120,BERMUDA MAJESTIK LYCRA SH007 36A46,,4.99,,1
407137,CUECA TOTTER MICRO 8039 PMGGG AD,,4.99,,1
407144,CUECA TOTTER COTTON 8019 PMGGG AD,,4.99,,1
407151,SAMBA CANCAO TOTTER COTTON 8042,,14.99,,1
407168,CUECA TOTTER MICRO 8023 PMGGG AD,,4.99,,1
407175,CUECA TOTTER COTTON PMG INF,,4.99,,1
407182,SOUTIEN SWEET GIRL MICRO 1001 LISO,,7.99,,1
407199,SOUTIEN SWEET GIRL MICRO 1002 EST,,7.99,,1
407205,SOUTIEN SWEET GIRL MICRO 1007,,7.99,,1
407212,SOUTIEN SWEET GIRL MICRO 1008,,9.99,,1
407304,CONJUNTO KELLY KETY MALHA 40139 1A3,,14.99,,1
407311,VESTIDO KELLY KETY MALHA 40382 1A3,,4.99,,1
407342,VESTIDO KELLY KETY MALHA 40383 1A3,,14.99,,1
407366,BLUSA KELLY KETY MALHA 40681 4A10,,7.99,,1
407373,VESTIDO KELLY KETY MALHA 40671 4A10,,4.99,,1
407397,CONJUNTO KELLY KETY MALHA 42090 1A3,,9.99,,1
407427,CAMISA KELLY KETY MALHA 42355 1A3,,14.99,,1
407434,CONJUNTO KELLY KETY MALHA 42606 INF,,14.99,,1
407458,BERMUDA KELLY KETTY MALH 42628 4A10,,4.99,,1
407489,REGATA KELLY KETY MALHA 27221 1A3,,4.99,,1
407625,SHORT BIOTIPO SARJA 15723,,4.99,,1
407632,SHORT BIOTIPO SARJA 15775,,4.99,,1
407649,SHORT SAIA BIOTIPO SARJA 16574,,4.99,,1
407656,SHORT BIOTIPO SARJA 16133,,19.99,,1
407663,SHORT BIOTIPO SARJA 15901,,4.99,,1
407670,SHORT BIOTIPO SARJA 15818,,4.99,,1
407687,SHORT BIOTIPO JEANS 16007,,4.99,,1
407694,SHORT BIOTIPO JEANS 16228,,14.99,,1
407700,SHORT BIOTIPO JEANS 17059,,14.99,,1
407724,SHORT BIOTIPO JEANS 14820,,4.99,,1
407731,SHORT BIOTIPO JEANS 17058,,14.99,,1
407748,SHORT BIOTIPO JEANS 15557,,14.99,,1
407755,SHORT BIOTIPO JEANS 15224,,4.99,,1
407779,SAIA BIOTIPO JEANS 15781,,4.99,,1
407786,SHORT BIOTIPO SARJA 15704,,9.99,,1
407793,SHORT BIOTIPO SARJA 15844,,4.99,,1
407809,SHORT BIOTIPO SARJA 15003,,4.99,,1
407823,SHORT BIOTIPO SARJA 15772,,4.99,,1
407830,SHORT BIOTIPO JEANS 15056,,4.99,,1
407847,SHORT BIOTIPO JEANS 15956,,19.99,,1
407854,SHORT BIOTIPO JEANS 17157,,4.99,,1
407861,SHORT BIOTIPO JEANS 16492,,19.99,,1
407878,SHORT BIOTIPO JEANS 17577,,19.99,,1
407885,SHORT BIOTIPO JEANS 15505,,4.99,,1
407908,SHORT MURANO LYCRA 5872,,29.99,,1
407915,SHORT MURANO LYCRA 5851,,29.99,,1
407939,SHORT MURANO LYCRA 5898,,29.99,,1
407953,SHORT MURANO LYCRA 4306,,64.99,,1
407984,CALCA MURANO LYCRA 2614 36A44,,79.99,,1
408011,CALCA MURANO LYCRA 8622 MASC,,39.99,,1
408028,CALCA MURANO LYCRA 8620 MASC,,39.99,,1
408035,CALCA MURANO MOLETON 8618 MASC,,39.99,,1
408080,CALCA MOKKAY LYCRA 83006 MASC 36A46,,39.99,,1
408097,CALCA MOKKAY LYCRA 85009 MASC 36A46,,39.99,,1
408103,CALCA MOKKAY LYCRA 81003 MASC 36A48,,29.99,,1
408134,CALCA MOKKAY LYCRA 85004 MASC 36A48,,39.99,,1
408165,BERMUDA MOKKAI LYCRA 61008 MASC,,29.99,,1
408196,SHORT MOKKAY JEANS 53003 FEM,,4.99,,1
408202,SHORT MOKKAY JEANS 53024 FEM,,4.99,,1
408226,SHORT MOKKAY JEANS 51039 FEM,,7.99,,1
408233,SHORT MOKKAY LYCRA 55000 FEM,,29.99,,1
408264,BERMUDA MOKKAI LYCRA 45002 40A50 FE,,4.99,,1
408271,CALCA MOKKAI LYCRA 31000 FEM 40A48,,29.99,,1
408295,CALCA MOKKAI LYCRA 25021 FEM 34A44,,39.99,,1
408301,CALCA MOKKAI LYCRA 25024 FEM 34A44,,29.99,,1
408318,CALCA MOKKAI LYCRA 25023 FEM 34A44,,4.99,,1
408332,CALCA MOKKAI LYCRA 25026 FEM 36A42,,39.99,,1
408349,SHORT PAZ FOIOL 10952 PMG,,4.99,,1
408356,SHORT PAZ RENDA 10985 PMG,,4.99,,1
408363,BLUSA PAZ VISCOLYCRA 10956 PMG,,4.99,,1
408387,VESTIDO PAZ CHIFON 10986 PMG,,4.99,,1
408431,CALCA K-DU MICRO 36A56 SALDO MASC,,9.99,,1
408448,CAMISETA FATAL MM 10843 XXG,,14.99,,1
408561,CALCA FORCA FATAL JEANS MASCULINA,,19.99,,1
408578,CALCA FORCA FATAL JEANS FEM 50A56,,19.99,,1
408585,CALCA FORCA FATAL JEANS FEM 38A48,,14.99,,1
408592,CALCA FORCA FATAL JEANS FEM 04A08,,4.99,,1
408608,CALCA FORCA FATAL JEANS FEM 10A16,,4.99,,1
408615,CALCA FORCA FATAL JEANS MASC 10A16,,4.99,,1
408622,CALCA FORCA FATAL JEANS MASC 04A08,,4.99,,1
408646,BERMUDA FORCA FATAL JEANS FEM 36A46,,4.99,,1
408660,CALCA Q ESTILO 1005921 JEANS MASC,,7.99,,1
408684,CALCA Q ESTILO 1009721 JEANS MASC,,29.99,,1
408691,CALCA Q ESTILO 1009722 JEANS MASC,,29.99,,1
408707,CALCA Q ESTILO 1020626 JEANS FEM,,29.99,,1
408714,CALCA Q ESTILO 1020633 JEANS FEM,,29.99,,1
408745,SHORT Q ESTILO 1026123 JEANS FEM,,24.99,,1
408752,SHORT Q ESTILO 1026222 JEANS FEM,,29.99,,1
408769,SHORT SAIA Q ESTILO 1033020 JEANS F,,24.99,,1
408776,MINI SAIA Q ESTILO 1033121 JEANS F,,24.99,,1
408837,CALCA BIOTIPO LYCRA 11899 FEM CIGAR,,29.99,,1
408844,CALCA BIOTIPO LYCRA 12329 FEM CIGAR,,29.99,,1
408851,CALCA BIOTIPO LYCRA 12237 FEM CIGAR,,29.99,,1
408868,CALCA BIOTIPO LYCRA 12395 52A56 FEM,,4.99,,1
408929,CALCA BIOTIPO LYCRA 12289 FEM SLIM,,4.99,,1
408936,CALCA BIOTIPO LYCRA 12391 FEM CIGAR,,49.99,,1
408943,CALCA BIOTIPO LYCRA 12501 FEM CIGAR,,49.99,,1
408950,CALCA BIOTIPO LYCRA 12512 FEM CIGAR,,49.99,,1
408974,CALCA BIOTIPO LYCRA 12629 FEM CIGAR,,39.99,,1
408998,BERMUDA BIOTIPO JEANS 783 MASC,,39.99,,1
409001,BERMUDA BIOTIPO JEANS 736 MASC,,39.99,,1
409025,CALCA BIOTIPO JEANS 3299 MASC SKINY,,39.99,,1
409049,CALCA BIOTIPO JEANS 3295 MASC SLIM,,39.99,,1
409063,CALCA BIOTIPO JEANS 3328 MASC SLIM,,39.99,,1
409070,CALCA BIOTIPO JEANS 3330 MASC SLIM,,39.99,,1
409117,CORPETE BIOTIPO JEANS 12608 FEM,,39.99,,1
409131,CORPETE BIOTIPO JEANS 12622 FEM,,39.99,,1
409148,CORPETE BIOTIPO JEANS 12611 FEM,,39.99,,1
409155,CORPETE BIOTIPO JEANS 12659 FEM,,29.99,,1
409223,VESTIDO HOLINSTONE 61309,,29.99,,1
409261,VESTIDO HOLINSTONE 58849,,39.99,,1
409292,BLUSA HOLINSTONE 58780,,19.99,,1
409322,BLUSA HOLINSTONE 58850,,19.99,,1
409339,BLUSA HOLINSTONE 58777,,19.99,,1
409353,BLUSA HOLINSTONE 29393,,19.99,,1
409384,CONJUNTO CHIC CORAL Y30,,4.99,,1
409407,BLUSA CHIC CORAL 171,,19.99,,1
409414,BLUSA CHIC CORAL SD017,,19.99,,1
409438,BLUSA CHIC CORAL Z828,,19.99,,1
409452,BLUSA CHIC CORAL Y55,,19.99,,1
409490,VESTIDO CHIC CORAL Y01,,19.99,,1
409520,MACAQUINHO MISS FASHION K102,,4.99,,1
409537,MACAQUINHO MISS FASHION M20,,24.99,,1
409575,TOP  MISS FASHION K117,,14.99,,1
409629,BLUSA SABALA DIVERSAS,,19.99,,1
409650,VESTIDO JIN D G 537,,19.99,,1
409674,BLUSA JIN D G H1023,,14.99,,1
409681,BLUSA JIN D G H1021,,14.99,,1
409704,VESTIDO JIN D G 1791,,24.99,,1
409728,MACAQUINHO JIN D G JEANS J829,,24.99,,1
409742,MACAQUINHO JIN D G VS580,,19.99,,1
409759,BLUSA JIN D G J3535,,14.99,,1
409780,BLUSA JIN D G 1560,,14.99,,1
409797,CALCA JIN D G US638,,19.99,,1
409810,SOUTIEN ELLAND MICRO INF,,3.99,,1
409834,CALCA KEEP LIFE COTTON PMG BRANCA,,4.99,,1
409841,CAMISA TEO ALGODAO ML PMGGG,,7.99,,1
410052,CALCA BIOTIPO LYCRA 12037 38A46 FEM,,4.99,,1
410083,CALCA BIOTIPO LYCRA 12706 38A46 FEM,,4.99,,1
410090,CALCA BIOTIPO LYCRA 12705 36A44 FEM,,39.99,,1
410106,CALCA BIOTIPO LYCRA 12394 42A50 FEM,,49.99,,1
410144,CALCA BIOTIPO LYCRA 12030 34A42 FEM,,4.99,,1
410151,CALCA BIOTIPO LYCRA 12654 36A46 FEM,,4.99,,1
410168,CALCA BIOTIPO LYCRA 12670 36A46 FEM,,4.99,,1
410175,CALCA BIOTIPO LYCRA 12668 36A46 FEM,,29.99,,1
410182,CALCA BIOTIPO LYCRA 12674 36A46 FEM,,49.99,,1
410199,SHORT BIOTIPO LYCRA 846 34S44 FEM,,4.99,,1
410205,SHORT BIOTIPO LYCRA 859 34S44 FEM,,29.99,,1
410212,BERMUDA BIOTIPO LYCRA 12731 36A44 F,,39.99,,1
410229,CALCA BIOTIPO JEANS 3308 36A46 MASC,,49.99,,1
410236,CALCA BIOTIPO JEANS 3343 36A46 MASC,,29.99,,1
410243,CALCA BIOTIPO JEANS 3344 36A46 MASC,,39.99,,1
410250,CALCA BIOTIPO JEANS 3357 36A46 MASC,,39.99,,1
410274,CALCA BIOTIPO JEANS 3350 36A46 MASC,,29.99,,1
410304,CALCA BIOTIPO JEANS 3364 36A46 MASC,,29.99,,1
410328,CALCA BIOTIPO JEANS 18480 36A46 MAS,,7.99,,1
410403,BERMUDA VILEJACK SARJA BL023 BRANCA,,4.99,,1
410410,CALCA JACKWEST LYCRA FEM,,19.99,,1
410427,CALCA JACKWEST JEANS MASC,,29.99,,1
410434,SHORT JEZZIAN JEANS 77062,,24.99,,1
410441,SHORT JEZZIAN JEANS 79293,,19.99,,1
410458,SHORT JEZZIAN JEANS 77061,,24.99,,1
410472,SHORT JEZZIAN SARJA 78294,,24.99,,1
410502,REGATA ROVITEX 611477 12A16,,4.99,,1
410519,REGATA ROVITEX 611484 12A16,,9.99,,1
410526,BLUSA ROVITEX 611487 12A16,,9.99,,1
410533,REGATA ROVITEX 611644 12A16,,4.99,,1
410540,REGATA ROVITEX 611646 12A16,,4.99,,1
410557,REGATA ROVITEX 611645 12A16,,9.99,,1
410564,REGATA ROVITEX 611648 12A16,,4.99,,1
410571,BLUSA ROVITEX 611647 12A16,,4.99,,1
410588,BLUSA ROVITEX 611482 12A16,,9.99,,1
410595,BLUSA ROVITEX 611526 12A16,,9.99,,1
410601,CONJUNTO ROVITEX 308415 04A08 MASC,,14.99,,1
410625,CONJUNTO ROVITEX 308397 01A03 MASC,,14.99,,1
410632,CONJUNTO ROVITEX 308398 10A14 MASC,,14.99,,1
410649,CONJUNTO ROVITEX 308295 04A08 MASC,,4.99,,1
410670,CONJUNTO ROVITEX 318300 01A16 FEM,,4.99,,1
410700,CONJUNTO ROVITEX 318303 04A08 FEM,,4.99,,1
410717,BERMUDA ROVITEX SARJA 01A14 L205,,4.99,,1
410724,CAMISA RESERVA MM POLO LD,,4.99,,1
410731,CAMISETA RESERVA MM LD,,7.99,,1
410748,CALCA DITZ RUNNIN MASC,,9.99,,1
410755,BERMUDA DITZ MICRO MASC,,4.99,,1
410779,REGATA DITZ POLIAMIDA BASICA,,4.99,,1
410786,BLUSA DITZ POLIAMIDA 01059 FEM,,4.99,,1
410793,REGATA DITZ 0448 LONGA FEM,,7.99,,1
410830,BLUSA DESORDEM PV 10A18,,4.99,,1
410847,CALCA DESORDEM COTTON 04A12 LEGG,,7.99,,1
410854,CONJUNTO DESORDEM SARJA 04A12 FEM,,4.99,,1
410861,CONJUNTO DESORDEM SARJA 04A12 MASC,,4.99,,1
410878,CALCA PAZ VISCOSE PMGGG,,4.99,,1
410885,CAMISA ROVITEX ELASTANO POLO,,4.99,,1
411189,BLUSA CHIC CORAL W101,,9.99,,1
411196,BLUSA CHIC CORAL Z853,,19.99,,1
411202,BLUSA CHIC CORAL F6025,,19.99,,1
411219,BLUSA CHIC CORAL Z826,,4.99,,1
411233,CONJUNTO CHIC CORAL X803,,24.99,,1
411240,BLUSA CHIC CORAL Y53,,19.99,,1
411257,BLUSA CHIC CORAL Z878,,7.99,,1
411264,MACAQUINHO CHIC CORAL Y56,,24.99,,1
411370,BLUSA HOLISTONE RENDA 71087,,4.99,,1
411387,BLUSA HOLISTONE VISCOSE 58793,,54.99,,1
411394,BLUSA HOLISTONE RENDA 58870,,4.99,,1
411400,BLUSA HOLISTONE VISCOSE 61255,,4.99,,1
411417,BLUSA HOLISTONE VISCOSE 58903,,4.99,,1
411424,VESTIDO HOLISTONE VISCOSE 61225,,4.99,,1
411431,VESTIDO HOLISTONE VISCOSE 61289,,24.99,,1
411585,CAMISETA SFERA MM INF MASC,,4.99,,1
411622,CALCA PAULA MELO PRADA FEM LD,,4.99,,1
411639,CALCA PAULA MELO MASC LD,,4.99,,1
411646,CAMISA MMT 540931 POLO MASC,,4.99,,1
411653,CAMISETA MMT 510931 MASC,,7.99,,1
411899,CONJUNTO CATOLELE MOLETON FEM 01A03,,9.99,,1
411905,CONJUNTO CATOLELE MOLETON FEM 04A08,,9.99,,1
411912,CALCA CATOLELE COTTON 449 04A14 EST,,4.99,,1
411929,CALCA CATOLELE COTTON 04A14 LISA,,4.99,,1
411936,BERMUDA VILEJACK SARJA PROMOCAO,,7.99,,1
411950,SHORT FORCA FATAL JEANS 10A16 FEM,,4.99,,1
411967,BERMUDA FORCA FATAL JEANS 04A08 MAS,,4.99,,1
411974,SHORT FORCA FATAL JEANS 04A08 FEM,,4.99,,1
411981,CAMISETA COLORS MALHA PMGGG MASC,,7.99,,1
411998,REGATA COLORS MALHA PMGGG FEM,,4.99,,1
412001,BLUSA LACOS VITORIA ALGODAO 10A16,,4.99,,1
412070,CALCA JYF JEANS 10A16 MASC,,12.99,,1
412087,CALCA JYF JEANS 04A08 MASC,,7.99,,1
412094,BERMUDA JYF JEANS 10A16 MASC,,4.99,,1
412100,BERMUDA JYF JEANS 04A08 MASC,,7.99,,1
412117,CALCA JYF JEANS 01A03 MASC,,19.99,,1
412124,CALCA QUESTAO ESTILO JEANS DIV MASC,,7.99,,1
412131,CALCA QUESTAO ESTILO JEANS DIV FEM,,4.99,,1
412155,BERMUDA FATAL MICRO DIVERSAS MASC A,,7.99,,1
412162,REGATA DARCOTON COTTON FEM,,4.99,,1
412179,TOP DARCOTON COTTON FEM,,4.99,,1
412186,CALCA DARCOTON COTTON LEGGING,,4.99,,1
412216,BERMUDA VILEJACK JEANS TRAD PROMOCA,,7.99,,1
412247,BERMUDA VILEJACK SARJA BS DIVERSAS,,7.99,,1
412261,REGATA DARCOTON COTTON JUV,,4.99,,1
412285,BLUSA DISNEY MM DIVERSAS 04A10 ML,,7.99,,1
412292,CALCA IANG MOLETON PMGGG,,9.99,,1
412308,BLUSA ROVITEX 611810 PMG CIGANINHA,,4.99,,1
412315,BLUSA CORINGA COTTON PMG,,4.99,,1
412339,BIQUINI ELLAND DIVERSOS 10A16,,39.99,,1
412346,MAIO ELLAND INFANTIL,,39.99,,1
412360,SAIDA DE PRAIA ELLAND,,9.99,,1
412377,SAIDA DE PRAIA ELLAND CALCA,,9.99,,1
412384,SAIDA DE PRAIA ELLAND VESTIDO LONGO,,19.99,,1
412391,SAIDA DE PRAIA ELLAND VESTIDO CURTO,,19.99,,1
412414,BERMUDA SCANER JEANS MASC DIVERSAS,,7.99,,1
412421,CALCA MAX DENIM JEANS 10023 MASC,,59.99,,1
412445,CALCA MAX DENIM JEANS 1976 MASC,,29.99,,1
412452,CALCA MAX DENIM JEANS 1978 MASC,,29.99,,1
412476,CALCA MAX DENIM JEANS 1984 MASC,,29.99,,1
412483,CALCA MAX DENIM JEANS 1962 MASC,,29.99,,1
412490,CALCA MAX DENIM JEANS 1975 MASC,,7.99,,1
412506,CALCA MAX DENIM JEANS 10006 MASC,,49.99,,1
412520,CALCA MAX DENIM JEANS 3679 FEM,,29.99,,1
412544,CALCA MAX DENIM JEANS 3696 FEM,,9.99,,1
412568,CALCA MAX DENIM JEANS 3770 FEM,,9.99,,1
412575,CALCA MAX DENIM JEANS 3669 FEM,,9.99,,1
412643,BODY RANDA MUNDU B03 FEM,,7.99,,1
412650,CONJUNTO RANDA MUNDU B06 MENINAS BB,,7.99,,1
412667,BODY RANDA MUNDU DIVERSOS MASC,,4.99,,1
412674,BLUSA RANDA MUNDU DIVERSAS INF,,4.99,,1
